IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
3,Aeropuerto de Carrasco,1,Aereo,2017-10-15,13802,2017-10-23,13810,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,8,2,2270.18,1777.34,244.56,391.0,131.66,0.0,0.0,93.63,22.99,106.1,212.2
10,Salto,2,Terrestre Auto,2018-10-04,14156,2018-10-07,14159,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,400.0,196.0,120.0,0.0,0.0,30.87,0.0,53.13,0.0,202.44,404.88
10,Salto,2,Terrestre Auto,2017-03-16,13589,2017-03-22,13595,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,0,Sin Datos,6,4,3000.0,1014.08,633.8,0.0,304.23,481.69,0.0,566.2,0.0,100.29,401.15
3,Aeropuerto de Carrasco,1,Aereo,2017-10-14,13801,2017-10-19,13806,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,5,2,1033.4,547.56,162.24,1110.2,48.26,0.0,0.0,258.0,17.33,106.1,212.2
3,Aeropuerto de Carrasco,1,Aereo,2018-10-07,14159,2018-10-17,14169,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,10,2,1879.98,886.74,262.74,1952.0,65.68,0.0,0.0,631.98,32.84,240.23,480.46
8,Paysandú,2,Terrestre Auto,2023-11-21,16030,2023-11-24,16033,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,5,1769.73,316.02,379.23,0.0,126.41,227.42,0.0,405.88,314.77,955.41,4777.07
3,Aeropuerto de Carrasco,1,Aereo,2017-09-18,13775,2017-09-23,13780,1,Uruguay,20,Canelones,7,Otros,12,"Director, gerente",7.0,Otros,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,1,1800.0,300.0,155.73,700.0,80.98,0.0,0.0,1169.85,93.44,112.09,112.09
3,Aeropuerto de Carrasco,1,Aereo,2019-02-16,14291,2019-02-26,14301,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,10,2,1676.0,967.62,286.7,2074.0,71.68,0.0,0.0,350.0,0.0,254.05,508.11
3,Aeropuerto de Carrasco,1,Aereo,2017-09-15,13772,2017-09-20,13777,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,3,2000.0,0.0,400.0,1070.0,0.0,708.2,111.48,780.33,0.0,112.09,336.28
1,Colonia,5,Maritimo - Fluvial,2019-06-18,14413,2019-06-24,14419,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,6,2,1400.0,349.12,196.89,245.47,332.77,0.0,0.0,154.94,366.28,267.37,534.74
7,Fray Bentos,2,Terrestre Auto,2019-11-08,14556,2019-11-13,14561,1,Uruguay,41,Flores,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,3,1993.52,0.0,695.12,0.0,693.1,0.0,0.0,605.31,0.0,116.21,348.63
4,Chuy,2,Terrestre Auto,2018-09-18,14140,2018-09-24,14146,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,4,Chuy,2,Terrestre Auto,1,Auto propio,6,5,1500.0,854.98,438.02,0.0,207.0,0.0,0.0,0.0,0.0,154.94,774.68
7,Fray Bentos,3,Terrestre Bus,2017-05-20,13654,2017-06-04,13669,1,Uruguay,31,Maldonado,5,Tratamiento Salud,12,"Director, gerente",6.0,Terciaria completa,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,0,Sin Datos,15,2,2468.0,0.0,0.0,32.0,652.6,0.0,0.0,510.21,1305.19,170.7,341.41
7,Fray Bentos,3,Terrestre Bus,2019-06-12,14407,2019-06-16,14411,1,Uruguay,21,Montevideo,6,Religion y Peregrinaciones,22,Religioso,4.0,Secundaria completa,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,4,1,79.85,0.0,17.55,63.94,29.66,0.0,0.0,0.0,32.64,474.16,474.16
7,Fray Bentos,2,Terrestre Auto,2018-03-24,13962,2018-04-01,13970,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,8,4,989.47,376.48,225.92,0.0,107.0,79.91,0.0,0.0,200.17,118.49,473.95
1,Colonia,5,Maritimo - Fluvial,2023-07-08,15894,2023-07-11,15897,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,400.0,117.5,111.23,0.0,0.0,0.0,0.0,171.27,0.0,396.34,396.34
2,Puerto de montevideo,5,Maritimo - Fluvial,2022-12-05,15679,2022-12-09,15683,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",20,"Deportista, Entrenador, Juez Dep",5.0,Terciaria incompleta,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,1000.0,300.0,130.89,200.0,160.22,80.0,0.0,154.73,174.16,180.65,361.29
10,Salto,2,Terrestre Auto,2017-07-30,13725,2017-08-07,13733,1,Uruguay,51,Artigas,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,10,Argentina,12,"Cabañas, Bungalows",10,Salto,2,Terrestre Auto,0,Sin Datos,8,2,1200.0,378.26,208.04,0.0,130.0,200.0,0.0,132.39,151.3,112.18,224.36
13,Rivera,2,Terrestre Auto,2018-03-02,13940,2018-03-05,13943,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,3,Taxi - Bus,3,2,684.54,184.29,108.04,0.0,43.59,0.0,0.0,325.81,22.81,100.41,200.83
1,Colonia,5,Maritimo - Fluvial,2017-09-03,13760,2017-09-09,13766,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,4,Rentista,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,6,1,600.0,0.0,155.41,90.0,0.0,150.0,0.0,200.0,94.59,152.42,152.42
4,Chuy,2,Terrestre Auto,2018-04-09,13978,2018-04-16,13985,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",5.0,Terciaria incompleta,20,Brasil,3,Hostel,4,Chuy,2,Terrestre Auto,1,Auto propio,7,2,1000.0,350.0,450.0,0.0,200.0,0.0,0.0,0.0,0.0,106.75,213.5
4,Chuy,2,Terrestre Auto,2023-04-13,15808,2023-04-21,15816,1,Uruguay,32,Rocha,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,8,2,4000.0,1367.53,1162.44,0.0,334.98,0.0,0.0,866.87,268.18,491.43,982.87
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-03-21,16151,2024-03-25,16155,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,4,3,2000.0,500.0,328.5,700.0,80.0,212.57,0.0,500.0,378.94,148.11,444.34
1,Colonia,5,Maritimo - Fluvial,2025-07-11,16628,2025-07-17,16634,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,1,200.0,0.0,113.0,0.0,0.0,0.0,0.0,87.0,0.0,338.12,338.12
3,Aeropuerto de Carrasco,1,Aereo,2017-08-03,13729,2017-08-12,13738,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,9,2,1413.0,879.83,342.0,1155.0,65.17,0.0,90.0,0.0,36.0,125.41,250.82
7,Fray Bentos,3,Terrestre Bus,2017-08-04,13730,2017-08-07,13733,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,3,2,695.28,269.28,138.0,126.72,72.0,100.0,0.0,116.0,0.0,104.64,209.28
1,Colonia,5,Maritimo - Fluvial,2022-10-13,15626,2022-10-18,15631,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,400.0,0.0,100.0,85.0,0.0,55.75,0.0,100.0,144.25,322.22,322.22
7,Fray Bentos,2,Terrestre Auto,2019-11-26,14574,2019-12-02,14580,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,4,2600.0,800.0,800.0,0.0,240.0,121.79,0.0,206.57,431.64,49.53,198.13
1,Colonia,5,Maritimo - Fluvial,2025-07-13,16630,2025-07-16,16633,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,3,1,300.0,0.0,88.17,0.0,0.0,76.07,0.0,135.76,0.0,338.12,338.12
13,Rivera,2,Terrestre Auto,2017-09-06,13763,2017-09-11,13768,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",4.0,Secundaria completa,20,Brasil,2,Appart Hotel,13,Rivera,2,Terrestre Auto,0,Sin Datos,5,4,1130.0,400.0,500.0,0.0,130.0,0.0,0.0,50.0,50.0,45.09,180.36
1,Colonia,5,Maritimo - Fluvial,2023-07-22,15908,2023-07-28,15914,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,2,Puerto de montevideo,5,Maritimo - Fluvial,2,Auto alquilado,6,4,3000.0,600.0,743.52,900.0,150.0,0.0,0.0,572.46,934.02,255.83,1023.33
3,Aeropuerto de Carrasco,1,Aereo,2017-11-19,13837,2017-11-29,13847,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,10,2,3200.0,954.41,510.1,1450.0,978.18,757.3,0.0,0.0,0.0,134.27,268.53
10,Salto,2,Terrestre Auto,2022-03-04,15403,2022-03-07,15406,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,589.6,0.0,158.42,0.0,199.72,0.0,0.0,231.47,0.0,98.0,196.0
7,Fray Bentos,3,Terrestre Bus,2018-07-29,14089,2018-08-06,14097,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,8,1,1000.0,0.0,150.0,0.0,100.0,200.0,0.0,87.65,462.35,119.94,119.94
3,Aeropuerto de Carrasco,1,Aereo,2023-11-08,16017,2023-11-18,16027,1,Uruguay,20,Canelones,2,Visita familiares / amigos,14,"Jefe, Capataz, Encargado",5.0,Terciaria incompleta,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,10,4,3500.0,0.0,700.0,1780.0,476.53,364.67,73.16,1348.15,537.48,186.25,745.02
13,Rivera,2,Terrestre Auto,2018-05-17,14016,2018-05-22,14021,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,5,4,2000.0,616.67,262.62,0.0,105.34,712.66,0.0,302.71,0.0,67.76,271.04
3,Aeropuerto de Carrasco,1,Aereo,2023-08-01,15918,2023-08-07,15924,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,6,3,2400.0,300.0,1859.77,0.0,0.0,0.0,240.23,0.0,0.0,327.16,981.49
7,Fray Bentos,3,Terrestre Bus,2025-08-23,16671,2025-08-26,16674,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,27,Profesional dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,3,5,670.47,0.0,249.73,317.16,49.95,124.87,0.0,0.0,245.93,112.68,563.42
3,Aeropuerto de Carrasco,1,Aereo,2025-08-04,16652,2025-08-14,16662,1,Uruguay,21,Montevideo,12,MICE,24,Trabajador Independiente,,,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,10,2,1000.0,508.35,386.59,0.0,105.06,0.0,0.0,0.0,0.0,382.0,764.0
4,Chuy,2,Terrestre Auto,2022-07-18,15539,2022-07-25,15546,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,2,Appart Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,7,4,2300.0,555.57,465.88,0.0,122.21,494.37,230.15,431.82,0.0,78.03,312.1
7,Fray Bentos,3,Terrestre Bus,2023-03-24,15788,2023-03-27,15791,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,3,3,588.05,0.0,152.21,347.72,0.0,0.0,0.0,234.38,201.47,269.26,807.77
3,Aeropuerto de Carrasco,1,Aereo,2025-05-27,16583,2025-06-10,16597,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,14,3,4000.0,0.0,1000.0,1860.0,0.0,484.93,0.0,2162.63,352.45,367.92,1103.76
7,Fray Bentos,2,Terrestre Auto,2025-03-28,16523,2025-04-05,16531,1,Uruguay,13,Soriano,2,Visita familiares / amigos,27,Profesional dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,8,3,2400.0,0.0,591.96,0.0,593.11,191.53,0.0,341.82,681.58,173.83,521.49
3,Aeropuerto de Carrasco,1,Aereo,2025-04-19,16545,2025-04-25,16551,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,25,Trabajador dependiente,,,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,6,1,2013.75,1033.29,693.98,486.25,286.49,0.0,0.0,0.0,0.0,302.77,302.77
2,Puerto de montevideo,5,Maritimo - Fluvial,2019-04-22,14356,2019-04-23,14357,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,1,1,175.49,71.75,40.48,124.51,63.27,0.0,0.0,0.0,0.0,270.29,270.29
3,Aeropuerto de Carrasco,1,Aereo,2017-06-22,13687,2017-06-26,13691,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,4,1,481.0,140.0,80.0,34.0,44.0,0.0,0.0,129.0,88.0,113.24,113.24
1,Colonia,5,Maritimo - Fluvial,2023-11-23,16032,2023-11-26,16035,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,4,120.0,120.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,373.01,1492.06
1,Colonia,5,Maritimo - Fluvial,2019-12-14,14592,2019-12-16,14594,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,57.63,14.75,8.98,0.0,12.86,0.0,0.0,21.05,0.0,248.49,248.49
7,Fray Bentos,2,Terrestre Auto,2019-04-11,14345,2019-04-18,14352,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",9,Desconocido / Sin Datos,3.0,Secundaria incompleta,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,7,2,1000.0,400.0,250.0,0.0,98.55,100.0,0.0,43.52,107.92,276.13,552.27
7,Fray Bentos,2,Terrestre Auto,2025-07-10,16627,2025-07-11,16628,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,27,Profesional dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,1,1,250.0,0.0,100.0,0.0,0.0,100.0,0.0,30.0,20.0,108.7,108.7
10,Salto,2,Terrestre Auto,2023-11-06,16015,2023-11-08,16017,1,Uruguay,60,Salto,10,Compras,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,2,2,278.37,54.71,50.78,0.0,55.59,0.0,0.0,117.29,0.0,394.5,789.0
3,Aeropuerto de Carrasco,1,Aereo,2024-03-23,16153,2024-05-22,16213,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,60,2,6490.65,3513.31,2977.34,0.0,0.0,0.0,0.0,0.0,0.0,260.54,521.08
3,Aeropuerto de Carrasco,1,Aereo,2022-11-14,15658,2022-11-26,15670,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,12,3,1000.0,390.53,340.04,0.0,90.16,0.0,0.0,179.27,0.0,263.54,790.63
3,Aeropuerto de Carrasco,1,Aereo,2024-06-05,16227,2024-06-12,16234,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",,,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,7,2,1297.98,670.34,195.51,880.0,49.66,0.0,123.73,258.74,0.0,205.14,410.28
3,Aeropuerto de Carrasco,1,Aereo,2020-02-19,14659,2020-02-28,14668,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,9,2,1496.01,1170.0,206.24,1430.0,0.0,0.0,119.77,0.0,0.0,293.36,586.72
8,Paysandú,2,Terrestre Auto,2022-12-16,15690,2022-12-20,15694,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,4,1623.74,0.0,406.25,0.0,485.43,262.88,0.0,469.17,0.0,79.35,78.43
7,Fray Bentos,2,Terrestre Auto,2018-04-15,13984,2018-04-23,13992,1,Uruguay,31,Maldonado,4,Trabajo remunerado Destino,0,Sin Datos,0.0,Sin Datos,0,Sin Datos,0,Sin Datos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.49,118.49
4,Chuy,3,Terrestre Bus,2018-06-03,14033,2018-06-08,14038,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,5,2,470.75,0.0,167.63,436.58,76.3,0.0,0.0,203.17,23.65,96.0,192.0
3,Aeropuerto de Carrasco,1,Aereo,2024-07-24,16276,2024-08-02,16285,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,9,3,2550.0,0.0,750.0,1125.0,0.0,839.93,0.0,711.8,248.27,284.56,853.68
3,Aeropuerto de Carrasco,1,Aereo,2025-01-28,16464,2025-02-07,16474,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,10,4,1150.0,0.0,700.0,1360.0,0.0,180.0,0.0,250.0,20.0,431.9,1727.62
1,Colonia,5,Maritimo - Fluvial,2022-12-20,15694,2023-01-04,15709,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,15,2,1444.53,0.0,380.86,119.92,455.09,0.0,0.0,117.29,491.29,79.35,78.43
8,Paysandú,3,Terrestre Bus,2019-04-11,14345,2019-04-19,14353,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,8,2,585.89,0.0,158.84,210.92,0.0,59.24,0.0,95.93,271.88,428.52,857.03
3,Aeropuerto de Carrasco,1,Aereo,2018-06-02,14032,2018-06-29,14059,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,27,1,2909.78,0.0,1775.54,1200.0,0.0,200.0,0.0,934.24,0.0,232.47,232.47
10,Salto,2,Terrestre Auto,2019-12-12,14590,2019-12-19,14597,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,7,4,4365.09,1124.25,684.47,0.0,980.49,0.0,0.0,458.4,1117.5,312.89,1251.55
1,Colonia,5,Maritimo - Fluvial,2017-12-04,13852,2017-12-13,13861,1,Uruguay,30,Lavalleja,2,Visita familiares / amigos,9,Desconocido / Sin Datos,2.0,Primaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,9,2,1049.42,0.0,150.0,143.8,50.0,100.0,0.0,80.0,669.42,164.71,329.42
7,Fray Bentos,3,Terrestre Bus,2025-09-09,16688,2025-09-11,16690,1,Uruguay,21,Montevideo,12,MICE,27,Profesional dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,1141.88,41.88,0.0,0.0,0.0,0.0,0.0,700.0,400.0,238.87,238.87
1,Colonia,5,Maritimo - Fluvial,2019-04-18,14352,2019-04-24,14358,1,Uruguay,31,Maldonado,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,6,2,822.84,0.0,150.0,160.0,0.0,100.0,0.0,100.0,472.84,324.35,648.7
14,Nueva Palmira,5,Maritimo - Fluvial,2019-06-15,14410,2019-06-20,14415,1,Uruguay,10,Colonia,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,14,Nueva Palmira,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,4,255.32,0.0,113.48,121.99,0.0,0.0,0.0,0.0,141.84,16.34,65.36
